tick	kind	agent_a	agent_b	value
110	venture_success	502	512	1.000000
110	venture_failure	513	4294967862	0.177512
110	venture_success	507	510	1.000000
110	venture_success	512	502	1.000000
111	relationship_created	515	12884902489	-0.100000
111	venture_failure	515	12884902489	-0.100000
111	venture_success	502	506	0.078013
111	venture_failure	4294967862	513	0.077157
111	venture_success	513	505	0.978551
111	venture_failure	505	513	0.878551
111	venture_success	507	510	1.000000
111	venture_success	510	507	1.000000
111	relationship_created	513	12884902489	0.150000
111	venture_success	12884902489	513	0.150000
112	venture_success	502	513	0.697070
112	venture_success	4294967862	507	0.292595
112	venture_failure	505	512	-0.302809
112	relationship_created	507	12884902489	-0.100000
112	venture_failure	507	12884902489	-0.100000
112	venture_failure	508	510	-0.166272
112	venture_failure	509	515	-0.362711
112	relationship_created	510	12884902489	0.150000
112	venture_success	510	12884902489	0.150000
113	venture_failure	515	505	-0.225150
113	venture_failure	505	509	-0.365829
113	venture_failure	507	4294967862	0.192010
113	venture_failure	508	509	-0.238470
113	relationship_created	509	12884902489	-0.100000
113	venture_failure	509	12884902489	-0.100000
113	venture_success	512	515	0.457394
114	venture_failure	515	502	0.696495
114	venture_success	506	512	0.546203
114	venture_success	507	510	1.000000
114	venture_failure	12884902489	505	-0.198018
114	venture_success	512	515	0.606479
115	venture_success	509	510	1.000000
115	venture_failure	12884902489	515	-0.199202
115	venture_success	512	508	0.292036
116	venture_failure	515	510	-0.080916
116	venture_failure	502	513	0.591510
116	venture_failure	508	512	0.191452
116	venture_success	510	507	1.000000
116	venture_failure	512	507	-0.458745
117	venture_success	515	508	1.000000
117	venture_success	513	502	0.740327
117	venture_failure	507	4294967862	0.090478
117	venture_success	508	515	1.000000
117	venture_success	509	510	1.000000
117	venture_success	510	507	1.000000
118	venture_success	515	502	0.840940
118	venture_success	502	512	1.000000
118	venture_success	513	510	0.869627
118	venture_failure	505	515	-0.322907
118	venture_success	506	512	0.691846
118	venture_failure	509	510	0.898000
118	venture_failure	510	507	0.898000
118	venture_failure	512	515	0.501642
119	venture_success	515	502	0.989258
119	venture_failure	4294967862	510	-0.473342
119	venture_success	513	505	1.000000
119	venture_success	510	513	1.000000
119	venture_failure	12884902489	506	-0.197042
119	venture_success	512	502	1.000000
120	venture_failure	505	502	-0.015204
120	venture_failure	507	513	-0.151984
120	venture_failure	508	4294967862	-0.371435
120	venture_success	510	507	1.000000
120	venture_failure	12884902489	512	0.046439
121	venture_failure	4294967862	509	-0.367484
121	venture_success	513	510	1.000000
121	venture_failure	506	502	-0.023533
121	venture_failure	507	509	-0.711362
121	venture_success	508	515	1.000000
121	venture_failure	509	510	0.792623
121	venture_failure	512	4294967862	-0.525527
122	venture_success	515	502	1.000000
122	venture_success	507	510	1.000000
122	venture_failure	510	515	-0.179950
122	venture_success	512	506	0.836328
123	venture_success	515	502	1.000000
123	venture_failure	4294967862	12884902489	-0.196848
123	venture_failure	513	510	0.896004
123	venture_failure	505	12884902489	-0.294482
123	venture_success	506	512	0.984655
123	venture_failure	507	506	-0.105276
124	venture_success	4294967862	506	0.386335
124	venture_success	507	510	1.000000
124	venture_failure	509	510	0.687876
124	venture_success	510	513	1.000000
124	venture_success	12884902489	506	-0.045079
124	venture_success	512	515	0.645652
125	venture_failure	4294967862	502	-0.372136
125	venture_success	506	507	0.045145
126	venture_success	502	512	1.000000
126	venture_success	508	512	0.337657
126	venture_success	512	506	1.000000
127	venture_failure	515	508	0.888060
127	relationship_created	502	12884902489	-0.100000
127	venture_failure	502	12884902489	-0.100000
127	venture_failure	4294967862	505	-0.185886
127	venture_success	505	513	1.000000
127	venture_success	506	507	0.194965
128	venture_failure	4294967862	507	-0.011492
128	venture_failure	508	513	-0.076435
128	venture_success	509	510	0.832390
128	venture_success	510	513	1.000000
128	venture_success	512	506	1.000000
129	venture_failure	508	513	-0.176282
129	venture_failure	509	515	-0.450574
129	venture_failure	12884902489	507	-0.196654
130	venture_success	502	512	1.000000
130	venture_success	513	505	1.000000
130	venture_failure	508	510	-0.260387
130	venture_success	509	510	0.979064
130	venture_failure	12884902489	502	-0.199401
131	venture_failure	502	513	0.619865
131	venture_failure	4294967862	510	-0.562106
131	venture_success	513	510	1.000000
131	venture_failure	510	507	0.886084
131	venture_success	512	502	1.000000
132	venture_failure	4294967862	513	-0.026020
132	venture_failure	513	506	-0.367028
132	venture_failure	506	512	0.892024
132	venture_success	509	510	1.000000
132	venture_failure	510	509	0.900000
133	venture_failure	507	510	0.782543
134	venture_failure	502	512	0.894012
134	venture_failure	506	505	-0.451887
134	venture_failure	507	12884902489	-0.294695
134	venture_success	509	510	1.000000
134	venture_failure	512	510	-0.312509
135	venture_success	515	502	1.000000
135	venture_success	502	515	1.000000
135	venture_success	4294967862	515	-0.070661
135	venture_success	508	513	-0.024177
136	venture_success	515	508	1.000000
136	venture_failure	505	515	-0.411478
136	venture_success	507	4294967862	0.138690
136	venture_success	512	502	1.000000
137	venture_success	513	507	0.003102
137	venture_success	507	510	0.926301
137	venture_success	509	510	1.000000
137	venture_success	510	509	1.000000
137	venture_failure	12884902489	513	0.042392
138	venture_success	515	4294967862	0.079762
138	venture_failure	4294967862	513	-0.125709
138	venture_failure	505	513	0.884112
138	venture_failure	506	512	0.781373
138	venture_success	509	510	1.000000
138	venture_success	510	513	1.000000
139	venture_success	4294967862	515	0.229602
139	venture_failure	510	515	-0.273928
139	venture_success	512	515	0.776551
140	venture_success	505	513	1.000000
140	venture_failure	507	4294967862	0.037584
140	venture_success	508	515	1.000000
141	venture_success	515	508	1.000000
141	venture_success	502	512	1.000000
141	venture_success	513	505	1.000000
141	venture_success	505	507	-0.142493
141	venture_failure	507	515	-0.341640
141	venture_success	509	510	1.000000
141	venture_failure	12884902489	515	-0.289099
142	venture_failure	505	12884902489	-0.383491
142	venture_success	509	510	1.000000
142	venture_failure	510	513	0.892024
143	venture_success	4294967862	12884902489	-0.039121
143	venture_success	513	502	0.755151
143	venture_failure	505	513	0.896004
143	venture_failure	506	508	-0.000602
143	venture_success	508	515	1.000000
143	venture_success	510	509	1.000000
143	venture_failure	12884902489	508	-0.192304
144	venture_success	502	515	1.000000
144	venture_failure	4294967862	507	-0.062716
144	venture_success	513	502	0.903641
144	venture_failure	505	508	-0.231045
144	venture_failure	509	502	-0.399686
144	venture_failure	12884902489	509	-0.193982
145	venture_failure	502	12884902489	-0.293502
145	venture_failure	505	507	-0.241356
145	venture_success	506	512	0.920499
145	venture_success	510	513	1.000000
146	venture_success	502	505	0.135567
146	venture_failure	513	509	-0.216123
146	venture_failure	505	12884902489	-0.480432
146	venture_success	508	512	0.474404
146	venture_failure	509	508	-0.323224
146	venture_success	510	509	1.000000
146	venture_failure	12884902489	508	-0.291153
146	venture_failure	512	515	0.665744
147	venture_failure	515	508	0.892024
147	venture_failure	4294967862	12884902489	-0.138809
147	venture_success	505	513	1.000000
147	venture_success	506	512	1.000000
147	venture_success	512	506	1.000000
148	venture_success	515	502	1.000000
148	venture_success	506	515	0.064811
148	venture_failure	507	510	0.806125
148	venture_failure	510	4294967862	-0.643297
148	venture_failure	512	505	-0.381753
149	venture_success	515	502	1.000000
149	venture_success	4294967862	515	0.375051
149	venture_success	513	502	1.000000
149	venture_failure	505	510	-0.033291
149	venture_success	506	512	1.000000
149	venture_failure	510	506	-0.163400
150	venture_success	515	502	1.000000
150	venture_success	4294967862	506	0.516740
150	venture_failure	506	4294967862	0.416740
150	venture_failure	508	512	0.370620
150	agent_birth	8589935153	0	92.145630
151	relationship_created	4294967862	8589935153	0.150000
151	venture_success	4294967862	8589935153	0.150000
151	venture_success	513	502	1.000000
151	venture_failure	505	510	-0.133158
151	venture_success	506	4294967862	0.565907
151	venture_success	507	510	0.951298
151	venture_success	509	510	1.000000
151	venture_failure	12884902489	513	-0.058780
151	relationship_created	505	8589935153	-0.100000
151	venture_failure	8589935153	505	-0.100000
152	venture_success	515	508	1.000000
152	venture_success	513	510	1.000000
152	venture_success	509	12884902489	-0.040900
152	venture_success	510	507	1.000000
153	venture_success	513	505	1.000000
153	venture_success	507	510	1.000000
153	venture_failure	12884902489	512	-0.056530
154	venture_failure	513	505	0.898000
154	venture_success	506	512	1.000000
154	venture_failure	507	4294967862	-0.161473
154	venture_failure	509	510	0.894012
154	venture_success	12884902489	505	-0.322799
155	venture_failure	515	12884902489	-0.381108
155	venture_success	502	515	1.000000
155	relationship_created	506	8589935153	-0.100000
155	venture_failure	506	8589935153	-0.100000
155	venture_failure	8589935153	505	-0.199202
156	venture_failure	515	507	-0.431533
156	venture_success	4294967862	506	0.710270
156	venture_failure	506	510	-0.261126
156	venture_success	507	510	1.000000
156	venture_success	510	513	1.000000
156	venture_failure	12884902489	4294967862	-0.236331
157	venture_failure	515	4294967862	0.269092
157	venture_success	502	515	1.000000
157	venture_failure	4294967862	513	-0.221017
157	venture_success	507	510	1.000000
157	venture_failure	508	506	-0.100586
157	venture_failure	509	510	0.788659
157	venture_failure	510	508	-0.346685
157	relationship_created	8589935153	12884902489	-0.100000
157	venture_failure	8589935153	12884902489	-0.100000
158	venture_failure	515	507	-0.529809
158	venture_failure	502	12884902489	-0.385962
158	venture_success	4294967862	506	0.857432
158	venture_success	505	507	-0.085156
158	venture_success	506	512	1.000000
158	venture_success	508	512	0.514732
159	venture_failure	4294967862	510	-0.729285
159	venture_failure	513	508	-0.123043
159	venture_failure	505	513	0.789056
159	venture_success	509	508	-0.164921
159	relationship_created	515	8589935153	-0.100000
159	venture_failure	8589935153	515	-0.100000
160	venture_success	515	502	1.000000
160	venture_success	502	515	1.000000
160	relationship_created	513	8589935153	-0.100000
160	venture_failure	513	8589935153	-0.100000
160	venture_failure	508	510	-0.444609
160	venture_failure	509	12884902489	-0.140251
160	venture_success	510	515	-0.112651
160	venture_failure	12884902489	510	0.036257
160	venture_success	512	506	1.000000
161	venture_success	502	512	1.000000
161	venture_success	513	505	0.935903
161	venture_success	505	513	1.000000
161	venture_failure	508	513	-0.222551
161	venture_failure	12884902489	8589935153	-0.199202
161	venture_failure	512	502	0.900000
161	venture_failure	8589935153	506	-0.198806
162	venture_failure	515	502	0.896004
162	venture_failure	502	506	-0.121679
162	venture_failure	4294967862	513	-0.318816
162	venture_failure	505	508	-0.322867
162	venture_success	506	512	1.000000
162	venture_success	508	515	1.000000
162	venture_success	510	507	1.000000
162	venture_failure	12884902489	513	-0.157499
162	venture_failure	512	510	-0.395473
163	venture_success	515	508	1.000000
163	venture_success	502	512	1.000000
163	venture_failure	506	4294967862	0.748892
163	venture_failure	508	12884902489	-0.381410
163	venture_failure	510	506	-0.357492
164	venture_failure	4294967862	505	-0.272614
164	venture_success	513	508	-0.071219
164	venture_success	506	512	1.000000
164	venture_success	508	513	0.078781
164	venture_success	512	506	1.000000
165	venture_failure	513	505	0.892024
165	venture_success	505	513	1.000000
165	venture_success	506	4294967862	0.895899
165	venture_success	509	510	0.926128
165	venture_failure	510	507	0.894012
165	venture_success	12884902489	506	0.108473
165	venture_failure	8589935153	506	-0.297220
166	venture_failure	507	512	-0.515048
166	venture_success	512	508	0.656554
166	venture_failure	8589935153	12884902489	-0.297218
167	venture_failure	515	4294967862	0.163759
167	venture_success	513	502	1.000000
167	venture_success	506	515	0.212392
167	venture_success	507	510	1.000000
167	relationship_created	508	8589935153	-0.100000
167	venture_failure	8589935153	508	-0.100000
168	venture_failure	4294967862	505	-0.370440
168	venture_success	513	502	1.000000
168	venture_failure	505	508	-0.419012
168	venture_success	510	513	1.000000
169	venture_failure	515	507	-0.618269
169	venture_failure	513	4294967862	-0.414379
169	venture_failure	507	515	-0.718269
169	venture_failure	508	512	0.552622
169	venture_failure	509	12884902489	-0.237746
170	venture_failure	4294967862	515	0.062778
170	venture_failure	508	512	0.451517
170	venture_failure	510	508	-0.535797
170	venture_success	12884902489	507	-0.124203
170	venture_success	512	508	0.601517
171	venture_success	4294967862	506	1.000000
171	venture_success	505	513	1.000000
171	venture_success	507	510	1.000000
171	venture_failure	508	8589935153	-0.199202
171	venture_success	12884902489	512	0.095471
171	venture_success	8589935153	513	0.052178
172	venture_success	502	513	1.000000
172	venture_success	513	508	0.227530
172	venture_failure	508	513	0.127530
172	venture_success	509	510	1.000000
172	venture_failure	12884902489	509	-0.336323
173	venture_success	502	515	1.000000
173	venture_success	507	510	1.000000
173	venture_failure	12884902489	4294967862	-0.328423
173	venture_success	512	508	0.747915
173	venture_failure	8589935153	515	-0.197236
174	venture_success	502	513	1.000000
174	venture_failure	4294967862	12884902489	-0.427766
174	venture_success	513	515	0.000964
174	venture_failure	505	4294967862	-0.466017
174	venture_failure	506	502	-0.218790
174	venture_failure	508	507	-0.480105
174	venture_success	510	502	-0.233230
174	venture_success	512	506	1.000000
174	relationship_created	502	8589935153	-0.100000
174	venture_failure	8589935153	502	-0.100000
175	venture_failure	506	512	0.898000
175	relationship_created	509	8589935153	-0.100000
175	venture_failure	509	8589935153	-0.100000
175	venture_failure	510	509	0.894012
175	venture_success	12884902489	512	0.244710
175	venture_success	512	502	1.000000
175	relationship_created	512	8589935153	-0.100000
175	venture_failure	8589935153	512	-0.100000
176	venture_failure	505	509	-0.422479
176	venture_success	508	515	1.000000
176	venture_success	509	510	1.000000
176	venture_success	510	507	1.000000
177	venture_failure	502	515	0.892024
177	venture_failure	513	512	-0.335810
177	venture_failure	12884902489	506	0.005898
